KPI,Description
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_W6,What is the finance-recognized IDD SMS revenue for W6 according to the subscriber's billing and usage profile?
CUST_360_PAYG_DATA_REVENUE_M1,This Customer 360 attribute captures the total billing revenue from pay-as-you-go data usage during the most recent Month 1 window.
CUST_360_PAYG_DATA_REVENUE_M1,Use this metric to target subscribers with high PAYG data revenue in Month 1 for migration to more cost-effective telecom plans.
CUST_360_PAYG_DATA_REVENUE_M1,Evaluate the Month 1 revenue trends for pay-as-you-go data to optimize pricing strategies within the subscriber profile and billing system.
CUST_360_PAYG_DATA_REVENUE_M1,Find the total revenue earned from pay-as-you-go data services in the billing system for each customer during the M1 period.
CUST_360_PAYG_DATA_REVENUE_M1,How much PAYG data revenue did this subscriber generate in the Customer 360 profile during the most recent Month 1?
CUST_360_COMMITMENT_OLD_TECH,"This Customer 360 attribute captures the old technology type, such as WFBB or Broadband, linked to a subscriber's previous service commitment before migration."
CUST_360_COMMITMENT_OLD_TECH,Identify subscribers in the Customer 360 profile whose old commitment technology was legacy broadband to target them for specific network upgrade campaigns.
CUST_360_COMMITMENT_OLD_TECH,Use the Customer 360 old tech commitment flag to analyze the proportion of users migrating from legacy wireless fixed broadband services.
CUST_360_COMMITMENT_OLD_TECH,Show the previous technology type for the old commitment in the subscriber profile to verify if the customer used legacy broadband.
CUST_360_COMMITMENT_OLD_TECH,What was the old commitment technology type for this subscriber in the Customer 360 system before their most recent service upgrade?
CUST_360_ROAMING_SMS_OUT_30D,This Customer 360 field represents the total count of outgoing SMS messages sent while on roaming during the last 30 days.
CUST_360_ROAMING_SMS_OUT_30D,Identify active international travelers for roaming-specific CRM campaigns based on their outgoing SMS volume over the past 30 days.
CUST_360_ROAMING_SMS_OUT_30D,An analytical metric from the subscriber profile measuring the frequency of outbound roaming SMS messages during the previous 30-day window.
CUST_360_ROAMING_SMS_OUT_30D,Retrieve the total number of outgoing SMS sent via roaming partners for this user over the last 30 days from billing.
CUST_360_ROAMING_SMS_OUT_30D,How many outgoing roaming SMS messages has the customer sent in the last 30 days according to their usage profile?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_MAX,Technical: This Customer 360 attribute captures the maximum finance-recognized national SMS revenue generated by a subscriber during the last 8 weeks.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_MAX,Business: Target premium domestic texters by identifying the peak weekly national SMS revenue recorded in the billing system over 8 weeks.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_MAX,Analytical: Evaluate the highest finance-validated domestic SMS expenditure for any single week within the past 8 weeks for revenue assurance monitoring.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_MAX,Query: Find the maximum finance-recognized national SMS revenue for this subscriber profile over the rolling 8 weeks period for campaign optimization.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_MAX,User: What is the highest finance-validated weekly national SMS revenue for this customer in the CRM over the previous 8 weeks?
CUST_360_TOP_1ST_FAVOURITE_COUNTRY_M2,This Customer 360 attribute identifies the top 1st favourite country based on IDD call frequency during the M2 month bucket.
CUST_360_TOP_1ST_FAVOURITE_COUNTRY_M2,Target roaming campaigns using the subscriber profile's most frequently called IDD country recorded during the M2 period two months prior.
CUST_360_TOP_1ST_FAVOURITE_COUNTRY_M2,"An analytical metric representing the primary destination for international calls, specifically the top 1st favourite country in the M2 billing window."
CUST_360_TOP_1ST_FAVOURITE_COUNTRY_M2,Search for the country with the highest IDD interaction for a specific subscriber during the M2 timeframe in the analytics platform.
CUST_360_TOP_1ST_FAVOURITE_COUNTRY_M2,What was the customer's top 1st favourite IDD country during the M2 period according to the internal CRM 360 profile?
CUST_360_FAV_HOUR_VOICE_USAGE_M2,This Customer 360 field captures the specific hour with the highest voice usage volume during the M2 time window.
CUST_360_FAV_HOUR_VOICE_USAGE_M2,Identify the peak voice usage hour from the second most recent month to optimize subscriber profile targeting for marketing campaigns.
CUST_360_FAV_HOUR_VOICE_USAGE_M2,This metric tracks the favorite hour for voice calls in Month 2 to understand subscriber behavior for network usage analysis.
CUST_360_FAV_HOUR_VOICE_USAGE_M2,Show me the hour of the day with the maximum voice usage for this subscriber during the M2 billing period.
CUST_360_FAV_HOUR_VOICE_USAGE_M2,What was the customer's most used hour for voice services in the second most recent month within the CRM?
CUST_360_REVENUE_90D,This Customer 360 field aggregates total billing revenue from usage and service charges over the last 90 days.
CUST_360_REVENUE_90D,Identify high-value subscribers for marketing campaigns by analyzing their total revenue contribution within the previous 90-day period.
CUST_360_REVENUE_90D,An analytical KPI from the BSS system measuring the cumulative revenue generated by a customer during the past 3 months.
CUST_360_REVENUE_90D,Show me the total revenue for this subscriber profile recorded in the CRM over the last 90 days.
CUST_360_REVENUE_90D,What is the total revenue for this customer in the Customer 360 profile for the last 90 days?
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_M2,Total finance-recognized IDD voice revenue for the subscriber profile recorded specifically during the M2 (two months prior) billing period.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_M2,Identify high-value international callers by analyzing finance-validated IDD voice revenue from the Customer 360 database for the M2 window.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_M2,This metric tracks the finance-recognized revenue from international voice calls (IDD) two months ago (M2) for subscriber usage segmentation.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_M2,Show me the total finance-approved revenue from international direct dialing voice calls for each customer during the M2 period.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_M2,What was the finance-recognized IDD voice revenue for this subscriber during the M2 (two months prior) billing cycle?
CUST_360_ACTIVATION_PLAN,This Customer 360 data point captures the specific tariff plan or subscription package assigned at the moment of service activation.
CUST_360_ACTIVATION_PLAN,Identify the original activation plan within the billing system to understand the initial bundle and pricing offered at sign-up.
CUST_360_ACTIVATION_PLAN,Segment users by their initial activation plan in the CRM to evaluate retention based on their first subscription package.
CUST_360_ACTIVATION_PLAN,What was the specific service plan or mobile bundle selected by the subscriber during their first account activation in the BSS?
CUST_360_ACTIVATION_PLAN,Which subscription plan was assigned to the user during their initial service activation according to the Customer 360 profile?
CUST_360_LAST_RECH_DATE_90D,This Customer 360 field captures the timestamp of the most recent recharge event recorded in the billing system over the last 90 days.
CUST_360_LAST_RECH_DATE_90D,Identify active prepaid subscribers by tracking their last top-up date within the past 3 months for targeted retention campaigns in the CRM.
CUST_360_LAST_RECH_DATE_90D,A metric in the subscriber profile used to calculate recency by identifying the latest recharge date during a rolling 90-day window.
CUST_360_LAST_RECH_DATE_90D,Show me the date of the final recharge transaction for each customer within the last 90 days from the Customer 360 table.
CUST_360_LAST_RECH_DATE_90D,What was the most recent recharge date for this subscriber in the last 90 days according to their telecom usage profile?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W1,This Customer 360 field calculates the total finance-recognized revenue from national SMS usage specifically during the Week 1 period.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W1,Identify high-value domestic messaging users by tracking finance-validated national SMS revenue within the subscriber profile for the Week 1 window.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W1,Analyze weekly revenue trends by evaluating the finance-recognized national SMS charges billed to the customer during the Week 1 timeframe.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W1,Show me the total domestic SMS revenue recognized by finance for this customer during the Week 1 analysis period in CRM.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_W1,What was the finance-approved national SMS revenue for this subscriber during the Week 1 billing cycle?
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_90D_MAX,This Customer 360 field captures the maximum finance-recognized revenue from voice roaming usage for a subscriber over the last 90 days.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_90D_MAX,Target premium roamers by analyzing the highest voice roaming revenue recorded in the billing system during the past 3 months.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_90D_MAX,Analyze subscriber spending patterns in the CRM by evaluating the peak finance-validated voice roaming revenue within a rolling 90-day window.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_90D_MAX,What is the highest amount of finance-recognized revenue from voice calls while roaming for this subscriber profile in the last 90 days?
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_90D_MAX,Find the maximum 90-day voice roaming revenue for this customer based on finance-approved network usage data.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_AVG,This Customer 360 field calculates the 8-week rolling average of finance-recognized revenue from national SMS usage in the billing system.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_AVG,Identify high-value domestic messaging subscribers by analyzing their average national SMS finance revenue over the last 8 weeks for campaign targeting.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_AVG,An analytical KPI measuring the 8-week average of finance-validated revenue for national SMS activity within the subscriber profile for revenue assurance.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_AVG,How much finance-recognized revenue did national SMS usage generate on average over the previous 8 weeks per billing account?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_8W_AVG,What is the average 8-week national SMS finance revenue for each subscriber in the Customer 360 profile?
CUST_360_IDD_VOICE_MOU_MTD,This Customer 360 field calculates the total IDD voice MOU for the current month to date period from billing records.
CUST_360_IDD_VOICE_MOU_MTD,Monitor international calling behavior and IDD voice MOU for month to date campaign targeting within the subscriber profile.
CUST_360_IDD_VOICE_MOU_MTD,An analytical measure of total IDD voice MOU accumulated month to date to identify high-value international callers in the CRM.
CUST_360_IDD_VOICE_MOU_MTD,Retrieve the cumulative international voice minutes of usage for the current month to date from the customer billing system.
CUST_360_IDD_VOICE_MOU_MTD,How many IDD voice MOU has the customer used month to date according to the Customer 360 usage data?
CUST_360_APP_LAST_PAGE_VISITED,This Customer 360 field identifies the specific name of the last page visited by the subscriber within the mobile application.
CUST_360_APP_LAST_PAGE_VISITED,Identify the last page visited in the telecom app to personalize marketing campaigns based on the customer's most recent digital interaction.
CUST_360_APP_LAST_PAGE_VISITED,Analyze the last page visited in the self-service app to understand the final touchpoint in the subscriber's digital Customer 360 journey.
CUST_360_APP_LAST_PAGE_VISITED,Which specific screen was the last page visited by the user during their most recent session in the mobile application?
CUST_360_APP_LAST_PAGE_VISITED,What was the last page visited by the subscriber in the Customer 360 mobile app profile?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_AVG_3_MONTH,Average finance-recognized IDD revenue calculated over a rolling 3-month window from the Customer 360 billing data records.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_AVG_3_MONTH,Identify high-value international callers by tracking their average monthly finance-recognized IDD revenue over the last 3 months for campaign targeting.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_AVG_3_MONTH,This metric evaluates the 3-month average of finance-validated IDD spending to segment subscribers based on consistent international usage patterns.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_AVG_3_MONTH,What is the average finance-recognized revenue for international direct dialing services per subscriber over the previous 3-month period?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_AVG_3_MONTH,Show me the average 3-month IDD revenue for each customer based on finance-approved billing records in Customer 360.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_30D_90D,This Customer 360 field calculates finance-recognized IDD voice revenue for the historical window between 30 and 90 days ago.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_30D_90D,Identify high-value international callers by analyzing finance-validated IDD voice revenue from the billing system for the 30D to 90D period.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_30D_90D,Use this subscriber profile metric to segment users based on their total finance revenue from IDD voice calls between 30 and 90 days ago.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_30D_90D,Show me the total finance-recognized revenue from international voice calls for customers during the period between 30 and 90 days ago in CRM.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_30D_90D,What was the finance-recognized IDD voice revenue for this subscriber between 30 and 90 days ago in the Customer 360 profile?
CUST_360_IDD_PAKISTAN_CALLING_FLAG_90D,A binary flag in the Customer 360 profile indicating if a subscriber made IDD calls to Pakistan within the last 90 days.
CUST_360_IDD_PAKISTAN_CALLING_FLAG_90D,This indicator identifies subscribers for targeted international calling campaigns based on their Pakistan IDD usage over the past 3 months.
CUST_360_IDD_PAKISTAN_CALLING_FLAG_90D,Use this Customer 360 flag to segment the subscriber base by those who actively used IDD services to Pakistan during the previous 90-day period.
CUST_360_IDD_PAKISTAN_CALLING_FLAG_90D,Show me which customers in the billing system have a positive flag for making international calls to Pakistan in the last 90 days.
CUST_360_IDD_PAKISTAN_CALLING_FLAG_90D,Which subscribers in our network have an active Pakistan IDD calling flag for the last 90 days?
OG_NATIONL_PAYG_ONNET_CALL_REVENUE_W8,"Total revenue from outgoing national on-net voice calls for PAYG subscribers during week 8, stored in the Customer 360 profile."
OG_NATIONL_PAYG_ONNET_CALL_REVENUE_W8,Identify high-value PAYG users by tracking their national on-net call revenue during week 8 for targeted billing and retention campaigns.
OG_NATIONL_PAYG_ONNET_CALL_REVENUE_W8,Analyze subscriber usage patterns by measuring the total outgoing national on-net voice revenue generated in week 8 from the BSS.
OG_NATIONL_PAYG_ONNET_CALL_REVENUE_W8,What was the total PAYG revenue from outgoing national on-net calls during week 8 for each subscriber in the network?
OG_NATIONL_PAYG_ONNET_CALL_REVENUE_W8,Show me the week 8 national on-net call revenue for PAYG customers in the internal subscriber profile.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_90D_MAX,This Customer 360 attribute captures the maximum finance-recognized revenue from IDD SMS usage over the last 90 days for each subscriber.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_90D_MAX,Target premium users by analyzing the highest finance-validated IDD SMS revenue generated during the past 90 days for campaign segmentation.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_90D_MAX,A metric used in revenue assurance to track the peak finance-approved international SMS revenue recorded within a 90-day window.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_90D_MAX,Search for the maximum finance-recognized revenue from international SMS messages for this customer over the last 90 days in CRM.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_90D_MAX,What was the highest finance-recognized IDD SMS revenue for this subscriber in the last 90 days on Customer 360?
TOTAL_VOICE_MOU_60D,This Customer 360 field calculates the total voice minutes of use (MOU) aggregated from billing records over the last 60 days.
TOTAL_VOICE_MOU_60D,Identify high-value callers in the CRM by evaluating their total voice MOU accumulated during the past 60 days for campaign targeting.
TOTAL_VOICE_MOU_60D,Analyze subscriber usage trends by measuring the total voice MOU within the 60D window to optimize telecom plan offerings.
TOTAL_VOICE_MOU_60D,What is the sum of all voice call minutes recorded in the subscriber profile over the previous 60 days?
TOTAL_VOICE_MOU_60D,Show the total voice MOU for the last 60 days from the customer 360 usage analytics dashboard.
CUST_360_VOICE_REV_WK8,This Customer 360 field tracks the total voice revenue accumulated by a subscriber during the WK8 time period.
CUST_360_VOICE_REV_WK8,Evaluate customer profitability for campaign targeting by measuring total voice revenue generated over the past 8 weeks.
CUST_360_VOICE_REV_WK8,Analytical metric representing the sum of all voice-related charges in the billing system for the rolling WK8 window.
CUST_360_VOICE_REV_WK8,What was the total revenue from voice services for this subscriber profile during the previous 8 weeks?
CUST_360_VOICE_REV_WK8,Total voice revenue for the last 8 weeks from the internal Customer 360 database.
CUST_360_TOTAL_RECHARGE_WK5,This Customer 360 field calculates the sum of all recharge transactions processed in the billing system during week 5 (WK5).
CUST_360_TOTAL_RECHARGE_WK5,Identify high-value subscribers by analyzing the total recharge amount credited to their subscriber profile during the WK5 period for campaign targeting.
CUST_360_TOTAL_RECHARGE_WK5,A metric from the subscriber profile measuring the total top-up volume in week 5 (WK5) to track recent network usage spending.
CUST_360_TOTAL_RECHARGE_WK5,Show me the total amount of money customers added to their telecom accounts via recharges during the specific WK5 timeframe.
CUST_360_TOTAL_RECHARGE_WK5,What was the total recharge value for this customer in week 5 (WK5) according to the Customer 360 data?
CUST_360_OVERALL_ROAMING_FLAG_60D,A binary flag in the Customer 360 profile indicating if a subscriber generated any roaming network activity during the last 60 days.
CUST_360_OVERALL_ROAMING_FLAG_60D,Use this roaming indicator to identify subscribers for travel-related CRM campaigns based on their network usage over the past 60 days.
CUST_360_OVERALL_ROAMING_FLAG_60D,This metric tracks the status of international roaming usage within the subscriber profile to segment active travelers over a 60-day window.
CUST_360_OVERALL_ROAMING_FLAG_60D,Show me the flag for customers who have been connected to a roaming partner network at least once in the last 60 days.
CUST_360_OVERALL_ROAMING_FLAG_60D,Which subscribers in the billing system have an active roaming flag for their usage during the previous 60 days?
CUST_360_FAVOURITE_HOUR_DATA_USAGE_M2,This Customer 360 field identifies the specific hour of peak mobile data usage during the M2 (second most recent month) period.
CUST_360_FAVOURITE_HOUR_DATA_USAGE_M2,Target subscribers during their favourite hour for mobile data usage based on network activity recorded in the second most recent month (M2).
CUST_360_FAVOURITE_HOUR_DATA_USAGE_M2,An analytical metric in the CRM showing the hour of highest data consumption for the M2 monthly window to optimize network resources.
CUST_360_FAVOURITE_HOUR_DATA_USAGE_M2,"Identify the hour with the most mobile data activity for a user during the second most recent month, M2, for usage profiling."
CUST_360_FAVOURITE_HOUR_DATA_USAGE_M2,What was the subscriber's favourite hour for data usage in the M2 period within the Customer 360 database?
CUST_360_RECHARGE_COUNT_90D,This Customer 360 metric calculates the total count of recharge transactions recorded in the billing system over the last 90 days.
CUST_360_RECHARGE_COUNT_90D,Identify high-frequency users for loyalty campaigns by tracking the number of recharge events in the subscriber profile during the past 3 months.
CUST_360_RECHARGE_COUNT_90D,Analyze customer payment behavior and transaction frequency by measuring the total recharge count within a rolling 90-day window for revenue assurance.
CUST_360_RECHARGE_COUNT_90D,How many recharge top-ups has this subscriber made in the last 90 days according to the CRM data?
CUST_360_RECHARGE_COUNT_90D,What is the total recharge count for this customer over the past quarter in the Customer 360 database?
CUST_360_HBB_WFBB_TRAFFIC_GBS_30D,Total gigabytes of HBB and WFBB traffic recorded in the Customer 360 profile over the last 30 days.
CUST_360_HBB_WFBB_TRAFFIC_GBS_30D,Identify high-usage subscribers for plan upgrades by analyzing total broadband traffic in GB from the past 30 days in the CRM.
CUST_360_HBB_WFBB_TRAFFIC_GBS_30D,This metric calculates the sum of HBB and WFBB data consumption in gigabytes for the previous 30 days to segment usage patterns.
CUST_360_HBB_WFBB_TRAFFIC_GBS_30D,Show me the total gigabytes of home broadband and wireless fixed broadband traffic used by this subscriber during the last 30 days.
CUST_360_HBB_WFBB_TRAFFIC_GBS_30D,What is the total HBB and WFBB traffic in GB for this customer over the last 30 days in Customer 360?
CUST_360_IDD_UAE_CALLING_FLAG_60D,A binary flag in the Customer 360 profile indicating if a subscriber made IDD calls to the UAE within the last 60 days.
CUST_360_IDD_UAE_CALLING_FLAG_60D,Identify subscribers for UAE-specific IDD campaigns based on their calling activity flag over the past 60 days within the CRM system.
CUST_360_IDD_UAE_CALLING_FLAG_60D,This subscriber profile indicator tracks the presence of international direct dialing to the United Arab Emirates during the previous 60-day window for segmentation.
CUST_360_IDD_UAE_CALLING_FLAG_60D,Show me customers from the billing database who have an active UAE calling flag for the last 60 days of usage history.
CUST_360_IDD_UAE_CALLING_FLAG_60D,Which users in the Customer 360 have a 'Y' flag for IDD calls to the UAE in the past 60 days?
CUST_360_OLD_PLAN_NAME,This Customer 360 field stores the string value of the previous plan name assigned to the subscriber before their most recent migration.
CUST_360_OLD_PLAN_NAME,Identify the prior service plan name from the CRM to understand customer migration patterns and plan upgrades within the subscriber profile.
CUST_360_OLD_PLAN_NAME,Analyze the old plan name to evaluate the effectiveness of retention campaigns and track transitions between different telecom service offerings.
CUST_360_OLD_PLAN_NAME,Show me the name of the previous plan the customer was on before they switched to their current billing package.
CUST_360_OLD_PLAN_NAME,What was the subscriber's old plan name in the Customer 360 profile before their latest upgrade or migration event?
MAX_ARPU_NBO_POCKET_SIZE,This Customer 360 field stores the maximum monthly ARPU pocket size for Next Best Offer calculations within the billing system.
MAX_ARPU_NBO_POCKET_SIZE,Identify the highest monthly revenue potential to optimize Next Best Offer targeting for subscribers in the CRM campaign module.
MAX_ARPU_NBO_POCKET_SIZE,Evaluate the maximum 30-day ARPU pocket size to determine the best revenue growth opportunities for Next Best Offer segmentation.
MAX_ARPU_NBO_POCKET_SIZE,Search for the maximum estimated monthly revenue pocket size for NBO in the subscriber's 360-degree profile.
MAX_ARPU_NBO_POCKET_SIZE,What is the highest monthly ARPU pocket size for NBO recommendations in the customer 360 view?
CUST_360_VAS_REVENUE_FINANCE_REV_7D,Total finance-recognized VAS revenue for the last 7 days sourced from the Customer 360 subscriber profile billing records.
CUST_360_VAS_REVENUE_FINANCE_REV_7D,Target subscribers for loyalty campaigns based on their weekly finance-recognized revenue from value-added services within the CRM system.
CUST_360_VAS_REVENUE_FINANCE_REV_7D,This metric tracks the total finance-validated VAS revenue over the past 7 days to support revenue assurance and financial reporting.
CUST_360_VAS_REVENUE_FINANCE_REV_7D,What was the total finance-recognized revenue from value-added services for this subscriber profile during the last 7 days?
CUST_360_VAS_REVENUE_FINANCE_REV_7D,Total finance-recognized VAS revenue generated by the customer over the last 7 days according to the billing system.
CUST_360_MSISDN,The current MSISDN stored in the Customer 360 profile representing the unique mobile directory number assigned to the subscriber's active SIM card.
CUST_360_MSISDN,Retrieve the latest MSISDN from the CRM to ensure accurate delivery of service notifications and promotional campaign messages to customers.
CUST_360_MSISDN,"This attribute provides the current MSISDN within the subscriber profile, enabling analysts to link network usage patterns to specific billing accounts."
CUST_360_MSISDN,What is the current MSISDN linked to this account in the Customer 360 system for the most recent subscription billing cycle?
CUST_360_MSISDN,Display the current MSISDN assigned to the subscriber in the telecom network profile for identification and communication purposes.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_7D,This Customer 360 field tracks the total finance-recognized revenue from IDD voice calls for a subscriber over the last 7 days.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_7D,Identify high-value international callers by analyzing finance-validated IDD voice revenue within the subscriber profile for the previous 7 days.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_7D,A weekly metric from the billing system measuring the total finance-approved revenue generated by a customer's IDD voice calls.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_7D,Show me the total finance-recognized IDD voice revenue for each customer in the CRM database over the last 7 days.
CUST_360_VOICE_REVENUE_IDD_FINANCE_REV_7D,What is the total finance-recognized revenue from IDD voice calls for this subscriber during the past 7 days?
DATA_PAYG_REVENUE_W6,"Total revenue from mobile data usage billed as Pay-As-You-Go during the W6 period, stored in the Customer 360 billing profile."
DATA_PAYG_REVENUE_W6,Identify high-value subscribers by tracking data PAYG revenue during the last W6 to optimize telecom plan migration campaigns.
DATA_PAYG_REVENUE_W6,Analytical metric calculating the sum of data PAYG revenue for the W6 window to monitor BSS usage trends and billing leakage.
DATA_PAYG_REVENUE_W6,Show me the total data PAYG revenue collected during the W6 period from the internal Customer 360 database.
DATA_PAYG_REVENUE_W6,How much data PAYG revenue did we record for the last W6 in our billing system?
CUST_360_TOP_2ND_COUNTRY_IDD_60D,This Customer 360 field identifies the second most frequent country ID for IDD voice calls over the last 60 days.
CUST_360_TOP_2ND_COUNTRY_IDD_60D,Target users for international calling campaigns based on their second most contacted IDD country during the past 60 days.
CUST_360_TOP_2ND_COUNTRY_IDD_60D,A subscriber profile metric ranking the top 2nd IDD destination by call frequency recorded in the network over 60D.
CUST_360_TOP_2ND_COUNTRY_IDD_60D,Identify the runner-up international country for IDD voice traffic per subscriber within the previous 60 days for CRM segmentation.
CUST_360_TOP_2ND_COUNTRY_IDD_60D,What is the customer's second most used IDD country according to their billing usage from the last 60 days?
CUST_360_VAS_REVENUE_FINANCE_REV_61D_90D,This Customer 360 metric calculates finance-recognized VAS revenue recorded for the specific period between 61 and 90 days ago.
CUST_360_VAS_REVENUE_FINANCE_REV_61D_90D,Track historical finance-validated earnings from value-added services for subscribers during the 61 to 90 days ago window for revenue assurance.
CUST_360_VAS_REVENUE_FINANCE_REV_61D_90D,Analyze the total finance-recognized VAS revenue from the billing system for the interval between 61 and 90 days ago to segment customers.
CUST_360_VAS_REVENUE_FINANCE_REV_61D_90D,Show me the total finance-recognized revenue from value-added services for the period between 61 and 90 days ago in the subscriber profile.
CUST_360_VAS_REVENUE_FINANCE_REV_61D_90D,What was the finance-recognized VAS revenue for this customer between 61 and 90 days ago according to the CRM?
CUST_360_IDD_VOICE_REV_LMTD,This Customer 360 field stores the total IDD voice revenue accumulated during the last month to date (LMTD) period for billing analysis.
CUST_360_IDD_VOICE_REV_LMTD,Identify high-value international callers by tracking their IDD voice revenue from the last month to date within the subscriber profile.
CUST_360_IDD_VOICE_REV_LMTD,Analyze revenue trends by comparing current usage against the IDD voice revenue recorded for the last month to date in CRM.
CUST_360_IDD_VOICE_REV_LMTD,What was the total amount spent on international direct dialing voice calls during the last month to date in the billing system?
CUST_360_IDD_VOICE_REV_LMTD,Show me the IDD voice revenue for the last month to date from the Customer 360 database for campaign targeting.
CUST_360_TOP_1ST_FAVORITE_ROAMING_COUNTRIES_IN_M2,Identifies the top 1st favorite roaming country within the Customer 360 profile based on subscriber activity during the M2 month.
CUST_360_TOP_1ST_FAVORITE_ROAMING_COUNTRIES_IN_M2,Enables targeted roaming partner promotions by identifying the most visited country for a subscriber two months ago (M2).
CUST_360_TOP_1ST_FAVORITE_ROAMING_COUNTRIES_IN_M2,A CRM metric representing the primary roaming destination for a customer during the M2 period to track travel behavior.
CUST_360_TOP_1ST_FAVORITE_ROAMING_COUNTRIES_IN_M2,Show me the top 1st favorite roaming country for this subscriber from the M2 billing period for usage analysis.
CUST_360_TOP_1ST_FAVORITE_ROAMING_COUNTRIES_IN_M2,What was the customer's most frequent roaming country two months ago (M2) in the subscriber profile?
CUST_360_FIRST_CALL_DATE,The Customer 360 attribute capturing the specific date of the first voice call event recorded in the subscriber usage system.
CUST_360_FIRST_CALL_DATE,Determine the date of the first voice call in the CRM to analyze early subscriber engagement and onboarding success.
CUST_360_FIRST_CALL_DATE,A metric used in the subscriber profile to track the date of the first call for calculating customer tenure.
CUST_360_FIRST_CALL_DATE,Search for the date of the earliest voice call activity for this account within the Customer 360 billing records.
CUST_360_FIRST_CALL_DATE,When was the first call date for this subscriber according to the network usage data in their 360 profile?
CUST_360_OFFNET_VOICE_MOUS_60D,This Customer 360 field tracks the total off-net voice minutes of use recorded for a subscriber over the last 60 days.
CUST_360_OFFNET_VOICE_MOUS_60D,Use this metric to segment customers based on their voice calling volume to other mobile networks during the past 60 days.
CUST_360_OFFNET_VOICE_MOUS_60D,"An analytical measure of aggregate off-net voice MOUS within the subscriber profile, covering the most recent 60-day usage window."
CUST_360_OFFNET_VOICE_MOUS_60D,Search for the total duration of calls made to external networks in the billing records for the previous 60 days.
CUST_360_OFFNET_VOICE_MOUS_60D,How many off-net voice minutes did this customer consume on the network during the last 60 days?
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_W8,"Total finance-recognized revenue from on-net and off-net activities for Week 8, sourced from the Customer 360 billing records."
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_W8,Evaluate the combined on-net and off-net financial contribution of a subscriber during Week 8 for revenue assurance and campaign targeting.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_W8,"This metric calculates the total monetary value of all chargeable services in Week 8, including both internal and external network usage."
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_W8,What was the total finance revenue for on-net and off-net services in Week 8 according to the subscriber profile?
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_W8,Show me the total Week 8 finance-recognized revenue for on-net and off-net usage from the CRM.
CUST_360_DOCUMENT_TYPE,This Customer 360 field stores the current document type used for subscriber identity verification within the BSS registration records.
CUST_360_DOCUMENT_TYPE,"Identify the latest document type, such as passport or national ID, for compliance and KYC audits in the CRM."
